season,game_id,game_date,team,location,wins_entering_gm,losses_entering_gm,result,streak_win_before,streak_loss_before
2017-18,21700693,2018-01-22 00:00:00,DAL,H,15,31,t,0,3
2017-18,21700693,2018-01-22 00:00:00,WAS,A,26,20,f,1,0
2017-18,21700694,2018-01-22 00:00:00,DEN,H,23,23,t,0,2
2017-18,21700694,2018-01-22 00:00:00,POR,A,25,21,f,3,0
2017-18,21700695,2018-01-22 00:00:00,LAC,H,23,22,f,0,1
2017-18,21700695,2018-01-22 00:00:00,MIN,A,30,18,t,1,0
2017-18,21700696,2018-01-23 00:00:00,ORL,H,14,32,f,1,0
2017-18,21700696,2018-01-23 00:00:00,SAC,A,13,33,t,0,8
2017-18,21700697,2018-01-23 00:00:00,OKC,H,26,20,t,4,0
2017-18,21700697,2018-01-23 00:00:00,BKN,A,18,29,f,2,0
2017-18,21700698,2018-01-23 00:00:00,SAS,H,30,18,t,0,2
2017-18,21700698,2018-01-23 00:00:00,CLE,A,27,18,f,0,1
2017-18,21700699,2018-01-23 00:00:00,GSW,H,37,10,t,0,1
2017-18,21700699,2018-01-23 00:00:00,NYK,A,21,26,f,0,1
2017-18,21700700,2018-01-23 00:00:00,LAL,H,17,29,t,2,0
2017-18,21700700,2018-01-23 00:00:00,BOS,A,34,13,f,0,3
2017-18,21700701,2018-01-24 00:00:00,CHA,H,19,26,f,1,0
2017-18,21700701,2018-01-24 00:00:00,NOP,A,25,21,t,2,0
2017-18,21700702,2018-01-24 00:00:00,DET,H,22,23,f,0,5
2017-18,21700702,2018-01-24 00:00:00,UTA,A,19,28,t,0,1
2017-18,21700703,2018-01-24 00:00:00,IND,H,25,22,t,1,0
2017-18,21700703,2018-01-24 00:00:00,PHX,A,17,30,f,0,1
2017-18,21700704,2018-01-24 00:00:00,PHI,H,22,21,t,0,1
2017-18,21700704,2018-01-24 00:00:00,CHI,A,18,29,f,0,1
2017-18,21700705,2018-01-24 00:00:00,ATL,H,14,32,f,1,0
2017-18,21700705,2018-01-24 00:00:00,TOR,A,31,14,t,0,1
2017-18,21700706,2018-01-24 00:00:00,DAL,H,16,31,f,1,0
2017-18,21700706,2018-01-24 00:00:00,HOU,A,33,12,t,3,0
2017-18,21700707,2018-01-24 00:00:00,MEM,H,17,29,f,1,0
2017-18,21700707,2018-01-24 00:00:00,SAS,A,31,18,t,1,0
2017-18,21700708,2018-01-24 00:00:00,POR,H,25,22,t,0,1
2017-18,21700708,2018-01-24 00:00:00,MIN,A,31,18,f,2,0
2017-18,21700709,2018-01-24 00:00:00,LAC,H,23,23,f,0,2
2017-18,21700709,2018-01-24 00:00:00,BOS,A,34,14,t,0,4
2017-18,21700710,2018-01-25 00:00:00,MIA,H,27,20,f,0,1
2017-18,21700710,2018-01-25 00:00:00,SAC,A,14,33,t,1,0
2017-18,21700711,2018-01-25 00:00:00,OKC,H,27,20,t,5,0
2017-18,21700711,2018-01-25 00:00:00,WAS,A,26,21,f,0,1
2017-18,21700712,2018-01-25 00:00:00,DEN,H,24,23,t,1,0
2017-18,21700712,2018-01-25 00:00:00,NYK,A,21,27,f,0,2
2017-18,21700713,2018-01-25 00:00:00,GSW,H,38,10,t,1,0
2017-18,21700713,2018-01-25 00:00:00,MIN,A,31,19,f,0,1
2017-18,21700714,2018-01-26 00:00:00,CHA,H,19,27,t,0,1
2017-18,21700714,2018-01-26 00:00:00,ATL,A,14,33,f,0,1
2017-18,21700715,2018-01-26 00:00:00,CLE,H,27,19,t,0,2
2017-18,21700715,2018-01-26 00:00:00,IND,A,26,22,f,2,0
2017-18,21700716,2018-01-26 00:00:00,TOR,H,32,14,f,1,0
2017-18,21700716,2018-01-26 00:00:00,UTA,A,20,28,t,1,0
2017-18,21700717,2018-01-26 00:00:00,CHI,H,18,30,f,0,2
2017-18,21700717,2018-01-26 00:00:00,LAL,A,18,29,t,3,0
2017-18,21700718,2018-01-26 00:00:00,MEM,H,17,30,f,0,1
2017-18,21700718,2018-01-26 00:00:00,LAC,A,23,24,t,0,3
2017-18,21700719,2018-01-26 00:00:00,MIL,H,24,22,t,1,0
2017-18,21700719,2018-01-26 00:00:00,BKN,A,18,30,f,0,1
2017-18,21700720,2018-01-26 00:00:00,NOP,H,26,21,t,3,0
2017-18,21700720,2018-01-26 00:00:00,HOU,A,34,12,f,4,0
2017-18,21700721,2018-01-26 00:00:00,DAL,H,16,32,f,0,1
2017-18,21700721,2018-01-26 00:00:00,POR,A,26,22,t,1,0
2017-18,21700722,2018-01-26 00:00:00,SAS,H,32,18,f,2,0
2017-18,21700722,2018-01-26 00:00:00,PHI,A,23,21,t,1,0
2017-18,21700723,2018-01-26 00:00:00,PHX,H,17,31,f,0,2
2017-18,21700723,2018-01-26 00:00:00,NYK,A,21,28,t,0,3
2017-18,21700724,2018-01-27 00:00:00,DET,H,22,24,f,0,6
2017-18,21700724,2018-01-27 00:00:00,OKC,A,28,20,t,6,0
2017-18,21700725,2018-01-27 00:00:00,IND,H,26,23,t,0,1
2017-18,21700725,2018-01-27 00:00:00,ORL,A,14,33,f,0,1
2017-18,21700726,2018-01-27 00:00:00,ATL,H,14,34,f,0,2
2017-18,21700726,2018-01-27 00:00:00,WAS,A,26,22,t,0,2
2017-18,21700727,2018-01-27 00:00:00,MIA,H,27,21,t,0,2
2017-18,21700727,2018-01-27 00:00:00,CHA,A,20,27,f,1,0
2017-18,21700728,2018-01-27 00:00:00,GSW,H,39,10,t,2,0
2017-18,21700728,2018-01-27 00:00:00,BOS,A,35,14,f,1,0
2017-18,21700729,2018-01-27 00:00:00,MIN,H,31,20,t,0,2
2017-18,21700729,2018-01-27 00:00:00,BKN,A,18,31,f,0,2
2017-18,21700730,2018-01-27 00:00:00,DEN,H,25,23,t,2,0
2017-18,21700730,2018-01-27 00:00:00,DAL,A,16,33,f,0,2
2017-18,21700731,2018-01-28 00:00:00,CHI,H,18,31,f,0,3
2017-18,21700731,2018-01-28 00:00:00,MIL,A,25,22,t,2,0
2017-18,21700732,2018-01-28 00:00:00,HOU,H,34,13,t,0,1
2017-18,21700732,2018-01-28 00:00:00,PHX,A,17,32,f,0,3
2017-18,21700733,2018-01-28 00:00:00,NOP,H,27,21,f,4,0
2017-18,21700733,2018-01-28 00:00:00,LAC,A,24,24,t,1,0
2017-18,21700734,2018-01-28 00:00:00,CLE,H,28,19,t,1,0
2017-18,21700734,2018-01-28 00:00:00,DET,A,22,25,f,0,7
2017-18,21700735,2018-01-28 00:00:00,TOR,H,32,15,t,0,1
2017-18,21700735,2018-01-28 00:00:00,LAL,A,19,29,f,4,0
2017-18,21700736,2018-01-28 00:00:00,OKC,H,29,20,t,7,0
2017-18,21700736,2018-01-28 00:00:00,PHI,A,24,21,f,2,0
2017-18,21700737,2018-01-28 00:00:00,SAS,H,32,19,t,0,1
2017-18,21700737,2018-01-28 00:00:00,SAC,A,15,33,f,2,0
2017-18,21700738,2018-01-29 00:00:00,IND,H,27,23,t,1,0
2017-18,21700738,2018-01-29 00:00:00,CHA,A,20,28,f,0,1
2017-18,21700739,2018-01-29 00:00:00,ATL,H,14,35,t,0,3
2017-18,21700739,2018-01-29 00:00:00,MIN,A,32,20,f,1,0
2017-18,21700740,2018-01-29 00:00:00,MEM,H,17,31,t,0,2
2017-18,21700740,2018-01-29 00:00:00,PHX,A,17,33,f,0,4
2017-18,21700741,2018-01-29 00:00:00,MIL,H,26,22,t,3,0
2017-18,21700741,2018-01-29 00:00:00,PHI,A,24,22,f,0,1
2017-18,21700742,2018-01-29 00:00:00,DAL,H,16,34,f,0,3
2017-18,21700742,2018-01-29 00:00:00,MIA,A,28,21,t,1,0
2017-18,21700743,2018-01-29 00:00:00,DEN,H,26,23,f,3,0
2017-18,21700743,2018-01-29 00:00:00,BOS,A,35,15,t,0,1
2017-18,21700744,2018-01-30 00:00:00,WAS,H,27,22,t,1,0
2017-18,21700744,2018-01-30 00:00:00,OKC,A,30,20,f,8,0
2017-18,21700745,2018-01-30 00:00:00,NYK,H,22,28,t,1,0
2017-18,21700745,2018-01-30 00:00:00,BKN,A,18,32,f,0,3
2017-18,21700746,2018-01-30 00:00:00,TOR,H,33,15,t,1,0
2017-18,21700746,2018-01-30 00:00:00,MIN,A,32,21,f,0,1
2017-18,21700747,2018-01-30 00:00:00,DET,H,22,26,t,0,8
2017-18,21700747,2018-01-30 00:00:00,CLE,A,29,19,f,2,0
2017-18,21700748,2018-01-30 00:00:00,HOU,H,35,13,t,1,0
2017-18,21700748,2018-01-30 00:00:00,ORL,A,14,34,f,0,2
2017-18,21700749,2018-01-30 00:00:00,NOP,H,27,22,f,0,1
2017-18,21700749,2018-01-30 00:00:00,SAC,A,15,34,t,0,1
2017-18,21700750,2018-01-30 00:00:00,SAS,H,33,19,t,1,0
2017-18,21700750,2018-01-30 00:00:00,DEN,A,26,24,f,0,1
2017-18,21700751,2018-01-30 00:00:00,UTA,H,21,28,t,2,0
2017-18,21700751,2018-01-30 00:00:00,GSW,A,40,10,f,3,0
2017-18,21700752,2018-01-30 00:00:00,LAC,H,25,24,f,2,0
2017-18,21700752,2018-01-30 00:00:00,POR,A,27,22,t,2,0
2017-18,21700753,2018-01-31 00:00:00,IND,H,28,23,t,2,0
2017-18,21700753,2018-01-31 00:00:00,MEM,A,18,31,f,1,0
2017-18,21700754,2018-01-31 00:00:00,ORL,H,14,35,t,0,3
2017-18,21700754,2018-01-31 00:00:00,LAL,A,19,30,f,0,1
2017-18,21700755,2018-01-31 00:00:00,ATL,H,15,35,f,1,0
2017-18,21700755,2018-01-31 00:00:00,CHA,A,20,29,t,0,2
2017-18,21700756,2018-01-31 00:00:00,BKN,H,18,33,t,0,4
2017-18,21700756,2018-01-31 00:00:00,PHI,A,24,23,f,0,2
2017-18,21700757,2018-01-31 00:00:00,CLE,H,29,20,t,0,1
2017-18,21700757,2018-01-31 00:00:00,MIA,A,29,21,f,2,0
2017-18,21700758,2018-01-31 00:00:00,BOS,H,36,15,t,1,0
2017-18,21700758,2018-01-31 00:00:00,NYK,A,23,28,f,2,0
2017-18,21700759,2018-01-31 00:00:00,POR,H,28,22,t,3,0
2017-18,21700759,2018-01-31 00:00:00,CHI,A,18,32,f,0,4
2017-18,21700760,2018-01-31 00:00:00,PHX,H,17,34,t,0,5
2017-18,21700760,2018-01-31 00:00:00,DAL,A,16,35,f,0,4
2017-18,21700761,2018-02-01 00:00:00,DET,H,23,26,t,1,0
2017-18,21700761,2018-02-01 00:00:00,MEM,A,18,32,f,0,1
2017-18,21700762,2018-02-01 00:00:00,WAS,H,28,22,t,2,0
2017-18,21700762,2018-02-01 00:00:00,TOR,A,34,15,f,2,0
2017-18,21700763,2018-02-01 00:00:00,MIN,H,32,22,t,0,2
2017-18,21700763,2018-02-01 00:00:00,MIL,A,27,22,f,4,0
2017-18,21700764,2018-02-01 00:00:00,SAS,H,34,19,f,2,0
2017-18,21700764,2018-02-01 00:00:00,HOU,A,36,13,t,2,0
2017-18,21700765,2018-02-01 00:00:00,DEN,H,26,25,t,0,2
2017-18,21700765,2018-02-01 00:00:00,OKC,A,30,21,f,0,1
2017-18,21700766,2018-02-02 00:00:00,CHA,H,21,29,t,1,0
2017-18,21700766,2018-02-02 00:00:00,IND,A,29,23,f,3,0
2017-18,21700767,2018-02-02 00:00:00,BOS,H,37,15,t,2,0
2017-18,21700767,2018-02-02 00:00:00,ATL,A,15,36,f,0,1
2017-18,21700768,2018-02-02 00:00:00,BKN,H,19,33,f,1,0
2017-18,21700768,2018-02-02 00:00:00,LAL,A,19,31,t,0,2
2017-18,21700769,2018-02-02 00:00:00,TOR,H,34,16,t,0,1
2017-18,21700769,2018-02-02 00:00:00,POR,A,29,22,f,4,0
2017-18,21700770,2018-02-02 00:00:00,PHI,H,24,24,t,0,3
2017-18,21700770,2018-02-02 00:00:00,MIA,A,29,22,f,0,1
2017-18,21700771,2018-02-02 00:00:00,MIL,H,27,23,t,0,1
2017-18,21700771,2018-02-02 00:00:00,NYK,A,23,29,f,0,1
2017-18,21700772,2018-02-02 00:00:00,OKC,H,30,22,f,0,2
2017-18,21700772,2018-02-02 00:00:00,NOP,A,27,23,t,0,2
2017-18,21700773,2018-02-02 00:00:00,PHX,H,18,34,f,1,0
2017-18,21700773,2018-02-02 00:00:00,UTA,A,22,28,t,3,0
2017-18,21700774,2018-02-02 00:00:00,SAC,H,16,34,f,1,0
2017-18,21700774,2018-02-02 00:00:00,GSW,A,40,11,t,0,1
2017-18,21700775,2018-02-03 00:00:00,LAC,H,25,25,t,0,1
2017-18,21700775,2018-02-03 00:00:00,CHI,A,18,33,f,0,5
2017-18,21700776,2018-02-03 00:00:00,DET,H,24,26,t,2,0
2017-18,21700776,2018-02-03 00:00:00,MIA,A,29,23,f,0,2
2017-18,21700777,2018-02-03 00:00:00,IND,H,29,24,t,0,1
2017-18,21700777,2018-02-03 00:00:00,PHI,A,25,24,f,1,0
2017-18,21700778,2018-02-03 00:00:00,ORL,H,15,35,f,1,0
2017-18,21700778,2018-02-03 00:00:00,WAS,A,29,22,t,3,0
2017-18,21700779,2018-02-03 00:00:00,CLE,H,30,20,f,1,0
2017-18,21700779,2018-02-03 00:00:00,HOU,A,37,13,t,3,0
2017-18,21700780,2018-02-03 00:00:00,MIN,H,33,22,t,1,0
2017-18,21700780,2018-02-03 00:00:00,NOP,A,28,23,f,1,0
2017-18,21700781,2018-02-03 00:00:00,SAS,H,34,20,f,0,1
2017-18,21700781,2018-02-03 00:00:00,UTA,A,23,28,t,4,0
2017-18,21700782,2018-02-03 00:00:00,DEN,H,27,25,t,1,0
2017-18,21700782,2018-02-03 00:00:00,GSW,A,41,11,f,1,0
2017-18,21700783,2018-02-03 00:00:00,SAC,H,16,35,f,0,1
2017-18,21700783,2018-02-03 00:00:00,DAL,A,16,36,t,0,5
2017-18,21700784,2018-02-04 00:00:00,BOS,H,38,15,t,3,0
2017-18,21700784,2018-02-04 00:00:00,POR,A,29,23,f,0,1
2017-18,21700785,2018-02-04 00:00:00,BKN,H,19,34,f,0,1
2017-18,21700785,2018-02-04 00:00:00,MIL,A,28,23,t,1,0
2017-18,21700786,2018-02-04 00:00:00,NYK,H,23,30,f,0,2
2017-18,21700786,2018-02-04 00:00:00,ATL,A,15,37,t,0,2
2017-18,21700787,2018-02-04 00:00:00,TOR,H,35,16,t,1,0
2017-18,21700787,2018-02-04 00:00:00,MEM,A,18,33,f,0,2
2017-18,21700788,2018-02-04 00:00:00,OKC,H,30,23,f,0,3
2017-18,21700788,2018-02-04 00:00:00,LAL,A,20,31,t,1,0
2017-18,21700789,2018-02-04 00:00:00,PHX,H,18,35,f,0,1
2017-18,21700789,2018-02-04 00:00:00,CHA,A,22,29,t,2,0
2017-18,21700790,2018-02-05 00:00:00,DET,H,25,26,t,3,0
2017-18,21700790,2018-02-05 00:00:00,POR,A,29,24,f,0,2
2017-18,21700791,2018-02-05 00:00:00,IND,H,30,24,t,1,0
2017-18,21700791,2018-02-05 00:00:00,WAS,A,30,22,t,4,0
2017-18,21700792,2018-02-05 00:00:00,MIA,H,29,24,f,0,3
2017-18,21700792,2018-02-05 00:00:00,ORL,A,15,36,t,0,1
2017-18,21700793,2018-02-05 00:00:00,NOP,H,28,24,t,0,1
2017-18,21700793,2018-02-05 00:00:00,UTA,A,24,28,t,5,0
2017-18,21700794,2018-02-05 00:00:00,DEN,H,28,25,t,2,0
2017-18,21700794,2018-02-05 00:00:00,CHA,A,23,29,f,3,0
2017-18,21700795,2018-02-05 00:00:00,SAC,H,16,36,t,0,2
2017-18,21700795,2018-02-05 00:00:00,CHI,A,18,34,f,0,6
2017-18,21700796,2018-02-05 00:00:00,LAC,H,26,25,t,1,0
2017-18,21700796,2018-02-05 00:00:00,DAL,A,17,36,f,1,0
2017-18,21700797,2018-02-06 00:00:00,ORL,H,16,36,t,1,0
2017-18,21700797,2018-02-06 00:00:00,CLE,A,30,21,f,0,1
2017-18,21700798,2018-02-06 00:00:00,TOR,H,36,16,t,2,0
2017-18,21700798,2018-02-06 00:00:00,BOS,A,39,15,f,4,0
2017-18,21700799,2018-02-06 00:00:00,ATL,H,16,37,t,1,0
2017-18,21700799,2018-02-06 00:00:00,MEM,A,18,34,f,0,3
2017-18,21700800,2018-02-06 00:00:00,BKN,H,19,35,f,0,2
2017-18,21700800,2018-02-06 00:00:00,HOU,A,38,13,t,4,0
2017-18,21700801,2018-02-06 00:00:00,NYK,H,23,31,f,0,3
2017-18,21700801,2018-02-06 00:00:00,MIL,A,29,23,t,2,0
2017-18,21700802,2018-02-06 00:00:00,PHI,H,25,25,t,0,1
2017-18,21700802,2018-02-06 00:00:00,WAS,A,31,22,f,5,0
2017-18,21700803,2018-02-06 00:00:00,GSW,H,41,12,f,0,1
2017-18,21700803,2018-02-06 00:00:00,OKC,A,30,24,t,0,4
2017-18,21700804,2018-02-06 00:00:00,LAL,H,21,31,t,2,0
2017-18,21700804,2018-02-06 00:00:00,PHX,A,18,36,f,0,2
2017-18,21700805,2018-02-07 00:00:00,DET,H,26,26,t,4,0
2017-18,21700805,2018-02-07 00:00:00,BKN,A,19,36,f,0,3
2017-18,21700806,2018-02-07 00:00:00,MIA,H,29,25,f,0,4
2017-18,21700806,2018-02-07 00:00:00,HOU,A,39,13,t,5,0
2017-18,21700807,2018-02-07 00:00:00,CLE,H,30,22,t,0,2
2017-18,21700807,2018-02-07 00:00:00,MIN,A,34,22,f,2,0
2017-18,21700808,2018-02-07 00:00:00,MEM,H,18,35,f,0,4
2017-18,21700808,2018-02-07 00:00:00,UTA,A,25,28,t,6,0
2017-18,21700810,2018-02-07 00:00:00,PHX,H,18,37,f,0,3
2017-18,21700810,2018-02-07 00:00:00,SAS,A,34,21,t,0,2
2017-18,21700811,2018-02-08 00:00:00,ORL,H,17,36,t,2,0
2017-18,21700811,2018-02-08 00:00:00,ATL,A,17,37,f,2,0
2017-18,21700812,2018-02-08 00:00:00,TOR,H,37,16,t,3,0
2017-18,21700812,2018-02-08 00:00:00,NYK,A,23,32,f,0,4
2017-18,21700813,2018-02-08 00:00:00,WAS,H,31,23,f,0,1
2017-18,21700813,2018-02-08 00:00:00,BOS,A,39,16,t,0,1
2017-18,21700814,2018-02-08 00:00:00,POR,H,29,25,t,0,3
2017-18,21700814,2018-02-08 00:00:00,CHA,A,23,30,f,0,1
2017-18,21700815,2018-02-08 00:00:00,GSW,H,41,13,t,0,2
2017-18,21700815,2018-02-08 00:00:00,DAL,A,17,37,f,0,1
2017-18,21700816,2018-02-08 00:00:00,LAL,H,22,31,t,3,0
2017-18,21700816,2018-02-08 00:00:00,OKC,A,31,24,f,1,0
2017-18,21700817,2018-02-09 00:00:00,DET,H,27,26,f,5,0
2017-18,21700817,2018-02-09 00:00:00,LAC,A,27,25,t,2,0
2017-18,21700818,2018-02-09 00:00:00,PHI,H,26,25,t,1,0
2017-18,21700818,2018-02-09 00:00:00,NOP,A,28,25,f,1,0
2017-18,21700819,2018-02-09 00:00:00,ATL,H,17,38,f,0,1
2017-18,21700819,2018-02-09 00:00:00,CLE,A,31,22,t,1,0
2017-18,21700820,2018-02-09 00:00:00,BOS,H,40,16,f,1,0
2017-18,21700820,2018-02-09 00:00:00,IND,A,30,25,t,2,0
2017-18,21700821,2018-02-09 00:00:00,MIA,H,29,26,t,0,5
2017-18,21700821,2018-02-09 00:00:00,MIL,A,30,23,f,3,0
2017-18,21700822,2018-02-09 00:00:00,CHI,H,18,35,t,0,7
2017-18,21700822,2018-02-09 00:00:00,MIN,A,34,23,f,0,1
2017-18,21700823,2018-02-09 00:00:00,HOU,H,40,13,t,6,0
2017-18,21700823,2018-02-09 00:00:00,DEN,A,29,25,f,3,0
2017-18,21700824,2018-02-09 00:00:00,UTA,H,26,28,t,7,0
2017-18,21700824,2018-02-09 00:00:00,CHA,A,23,31,f,0,2
2017-18,21700825,2018-02-09 00:00:00,SAC,H,17,36,f,1,0
2017-18,21700825,2018-02-09 00:00:00,POR,A,30,25,t,1,0
2017-18,21700826,2018-02-10 00:00:00,BKN,H,19,37,f,0,4
2017-18,21700826,2018-02-10 00:00:00,NOP,A,28,26,t,0,2
2017-18,21700827,2018-02-10 00:00:00,ORL,H,18,36,f,3,0
2017-18,21700827,2018-02-10 00:00:00,MIL,A,30,24,t,0,1
2017-18,21700828,2018-02-10 00:00:00,PHI,H,27,25,t,2,0
2017-18,21700828,2018-02-10 00:00:00,LAC,A,28,25,f,3,0
2017-18,21700829,2018-02-10 00:00:00,CHI,H,19,35,f,1,0
2017-18,21700829,2018-02-10 00:00:00,WAS,A,31,24,t,0,2
2017-18,21700830,2018-02-10 00:00:00,DAL,H,17,38,t,0,2
2017-18,21700830,2018-02-10 00:00:00,LAL,A,23,31,f,4,0
2017-18,21700831,2018-02-10 00:00:00,GSW,H,42,13,t,1,0
2017-18,21700831,2018-02-10 00:00:00,SAS,A,35,21,f,1,0
2017-18,21700832,2018-02-10 00:00:00,PHX,H,18,38,f,0,4
2017-18,21700832,2018-02-10 00:00:00,DEN,A,29,26,t,0,1
2017-18,21700833,2018-02-11 00:00:00,CHA,H,23,32,f,0,3
2017-18,21700833,2018-02-11 00:00:00,TOR,A,38,16,t,4,0
2017-18,21700834,2018-02-11 00:00:00,ATL,H,17,39,t,0,2
2017-18,21700834,2018-02-11 00:00:00,DET,A,27,27,f,0,1
2017-18,21700835,2018-02-11 00:00:00,BOS,H,40,17,f,0,1
2017-18,21700835,2018-02-11 00:00:00,CLE,A,32,22,t,2,0
2017-18,21700836,2018-02-11 00:00:00,IND,H,31,25,t,3,0
2017-18,21700836,2018-02-11 00:00:00,NYK,A,23,33,f,0,5
2017-18,21700837,2018-02-11 00:00:00,HOU,H,41,13,t,7,0
2017-18,21700837,2018-02-11 00:00:00,DAL,A,18,38,f,1,0
2017-18,21700838,2018-02-11 00:00:00,MIN,H,34,24,t,0,2
2017-18,21700838,2018-02-11 00:00:00,SAC,A,17,37,f,0,1
2017-18,21700839,2018-02-11 00:00:00,OKC,H,31,25,t,0,1
2017-18,21700839,2018-02-11 00:00:00,MEM,A,18,36,f,0,5
2017-18,21700840,2018-02-11 00:00:00,POR,H,31,25,f,2,0
2017-18,21700840,2018-02-11 00:00:00,UTA,A,27,28,t,8,0
2017-18,21700841,2018-02-12 00:00:00,DET,H,27,28,f,0,2
2017-18,21700841,2018-02-12 00:00:00,NOP,A,29,26,t,1,0
2017-18,21700842,2018-02-12 00:00:00,PHI,H,28,25,t,3,0
2017-18,21700842,2018-02-12 00:00:00,NYK,A,23,34,f,0,6
2017-18,21700843,2018-02-12 00:00:00,BKN,H,19,38,f,0,5
2017-18,21700843,2018-02-12 00:00:00,LAC,A,28,26,t,0,1
2017-18,21700844,2018-02-12 00:00:00,CHI,H,19,36,t,0,1
2017-18,21700844,2018-02-12 00:00:00,ORL,A,18,37,f,0,1
2017-18,21700845,2018-02-12 00:00:00,UTA,H,28,28,t,9,0
2017-18,21700845,2018-02-12 00:00:00,SAS,A,35,22,f,0,1
2017-18,21700846,2018-02-12 00:00:00,GSW,H,43,13,t,2,0
2017-18,21700846,2018-02-12 00:00:00,PHX,A,18,39,f,0,5
2017-18,21700847,2018-02-13 00:00:00,TOR,H,39,16,t,5,0
2017-18,21700847,2018-02-13 00:00:00,MIA,A,30,26,f,1,0
2017-18,21700848,2018-02-13 00:00:00,MIL,H,31,24,t,1,0
2017-18,21700848,2018-02-13 00:00:00,ATL,A,18,39,f,1,0
2017-18,21700849,2018-02-13 00:00:00,MIN,H,35,24,f,1,0
2017-18,21700849,2018-02-13 00:00:00,HOU,A,42,13,t,8,0
2017-18,21700850,2018-02-13 00:00:00,OKC,H,32,25,f,1,0
2017-18,21700850,2018-02-13 00:00:00,CLE,A,33,22,t,3,0
2017-18,21700851,2018-02-13 00:00:00,DAL,H,18,39,f,0,1
2017-18,21700851,2018-02-13 00:00:00,SAC,A,17,38,t,0,2
2017-18,21700852,2018-02-13 00:00:00,DEN,H,30,26,t,1,0
2017-18,21700852,2018-02-13 00:00:00,SAS,A,35,23,f,0,2
2017-18,21700853,2018-02-14 00:00:00,DET,H,27,29,t,0,3
2017-18,21700853,2018-02-14 00:00:00,ATL,A,18,40,f,0,1
2017-18,21700854,2018-02-14 00:00:00,ORL,H,18,38,f,0,2
2017-18,21700854,2018-02-14 00:00:00,CHA,A,23,33,t,0,4
2017-18,21700855,2018-02-14 00:00:00,PHI,H,29,25,t,4,0
2017-18,21700855,2018-02-14 00:00:00,MIA,A,30,27,f,0,1
2017-18,21700856,2018-02-14 00:00:00,BKN,H,19,39,f,0,6
2017-18,21700856,2018-02-14 00:00:00,IND,A,32,25,t,4,0
2017-18,21700857,2018-02-14 00:00:00,NYK,H,23,35,f,0,7
2017-18,21700857,2018-02-14 00:00:00,WAS,A,32,24,t,1,0
2017-18,21700858,2018-02-14 00:00:00,BOS,H,40,18,f,0,2
2017-18,21700858,2018-02-14 00:00:00,LAC,A,29,26,t,1,0
2017-18,21700859,2018-02-14 00:00:00,CHI,H,20,36,f,1,0
2017-18,21700859,2018-02-14 00:00:00,TOR,A,40,16,t,6,0
2017-18,21700860,2018-02-14 00:00:00,HOU,H,43,13,t,9,0
2017-18,21700860,2018-02-14 00:00:00,SAC,A,18,38,f,1,0
2017-18,21700861,2018-02-14 00:00:00,MEM,H,18,37,f,0,6
2017-18,21700861,2018-02-14 00:00:00,OKC,A,32,26,t,0,1
2017-18,21700862,2018-02-14 00:00:00,NOP,H,30,26,t,2,0
2017-18,21700862,2018-02-14 00:00:00,LAL,A,23,32,f,0,1
2017-18,21700863,2018-02-14 00:00:00,UTA,H,29,28,t,10,0
2017-18,21700863,2018-02-14 00:00:00,PHX,A,18,40,f,0,6
2017-18,21700864,2018-02-14 00:00:00,POR,H,31,26,t,0,1
2017-18,21700864,2018-02-14 00:00:00,GSW,A,44,13,f,3,0
2017-18,21700865,2018-02-15 00:00:00,MIL,H,32,24,f,2,0
2017-18,21700865,2018-02-15 00:00:00,DEN,A,31,26,t,2,0
2017-18,21700866,2018-02-15 00:00:00,MIN,H,35,25,t,0,1
2017-18,21700866,2018-02-15 00:00:00,LAL,A,23,33,f,0,2
2017-18,21700867,2018-02-22 00:00:00,CHA,H,24,33,t,1,0
2017-18,21700867,2018-02-22 00:00:00,BKN,A,19,40,f,0,7
2017-18,21700868,2018-02-22 00:00:00,ORL,H,18,39,f,0,3
2017-18,21700868,2018-02-22 00:00:00,NYK,A,23,36,t,0,8
2017-18,21700869,2018-02-22 00:00:00,CLE,H,34,22,f,4,0
2017-18,21700869,2018-02-22 00:00:00,WAS,A,33,24,t,2,0
2017-18,21700870,2018-02-22 00:00:00,CHI,H,20,37,f,0,1
2017-18,21700870,2018-02-22 00:00:00,PHI,A,30,25,t,5,0
2017-18,21700871,2018-02-22 00:00:00,SAC,H,18,39,f,0,1
2017-18,21700871,2018-02-22 00:00:00,OKC,A,33,26,t,1,0
2017-18,21700872,2018-02-22 00:00:00,GSW,H,44,14,t,0,1
2017-18,21700872,2018-02-22 00:00:00,LAC,A,30,26,f,2,0
2017-18,21700873,2018-02-23 00:00:00,DET,H,28,29,f,1,0
2017-18,21700873,2018-02-23 00:00:00,BOS,A,40,19,t,0,3
2017-18,21700874,2018-02-23 00:00:00,IND,H,33,25,t,5,0
2017-18,21700874,2018-02-23 00:00:00,ATL,A,18,41,f,0,2
2017-18,21700875,2018-02-23 00:00:00,WAS,H,34,24,f,3,0
2017-18,21700875,2018-02-23 00:00:00,CHA,A,25,33,t,2,0
2017-18,21700876,2018-02-23 00:00:00,TOR,H,41,16,f,7,0
2017-18,21700876,2018-02-23 00:00:00,MIL,A,32,25,t,0,1
2017-18,21700877,2018-02-23 00:00:00,HOU,H,44,13,t,10,0
2017-18,21700877,2018-02-23 00:00:00,MIN,A,36,25,f,1,0
